ds,category,sub_category,y
2016-10-02,Office Supplies,Appliances,61
2016-10-02,Office Supplies,Art,34
2016-10-02,Office Supplies,Binders,825
2016-10-02,Office Supplies,Storage,32
2016-10-02,Technology,Copiers,17500
2016-10-03,Furniture,Chairs,1514
2016-10-03,Furniture,Furnishings,38
2016-10-03,Office Supplies,Envelopes,16
2016-10-03,Office Supplies,Labels,6
2016-10-03,Office Supplies,Paper,107
2016-10-04,Furniture,Furnishings,12
2016-10-04,Furniture,Tables,239
2016-10-04,Office Supplies,Binders,30
2016-10-04,Office Supplies,Envelopes,60
2016-10-04,Office Supplies,Storage,119
2016-10-04,Technology,Copiers,5400
2016-10-04,Technology,Phones,53
2016-10-06,Office Supplies,Binders,59
2016-10-06,Technology,Accessories,68
2016-10-06,Technology,Machines,704
2016-10-07,Office Supplies,Binders,27
2016-10-07,Office Supplies,Fasteners,93
2016-10-07,Office Supplies,Labels,5
2016-10-07,Office Supplies,Paper,11
2016-10-07,Technology,Machines,838
2016-10-08,Furniture,Furnishings,52
2016-10-08,Office Supplies,Labels,60
2016-10-08,Office Supplies,Paper,62
2016-10-08,Office Supplies,Storage,388
2016-10-09,Furniture,Furnishings,503
2016-10-09,Office Supplies,Art,1
2016-10-09,Office Supplies,Paper,19
2016-10-09,Technology,Phones,24
2016-10-10,Furniture,Bookcases,91
2016-10-10,Furniture,Chairs,121
2016-10-10,Furniture,Furnishings,14
2016-10-10,Office Supplies,Binders,20
2016-10-10,Office Supplies,Supplies,21
2016-10-10,Technology,Phones,16
2016-10-11,Office Supplies,Art,33
2016-10-13,Furniture,Furnishings,290
2016-10-13,Furniture,Tables,727
2016-10-13,Office Supplies,Art,63
2016-10-13,Office Supplies,Binders,82
2016-10-13,Office Supplies,Fasteners,4
2016-10-13,Office Supplies,Labels,25
2016-10-13,Office Supplies,Paper,101
2016-10-13,Office Supplies,Storage,100
2016-10-13,Office Supplies,Supplies,66
2016-10-13,Technology,Accessories,192
2016-10-14,Furniture,Chairs,103
2016-10-14,Office Supplies,Envelopes,35
2016-10-14,Office Supplies,Paper,244
2016-10-14,Office Supplies,Supplies,13
2016-10-14,Technology,Accessories,1850
2016-10-14,Technology,Phones,1092
2016-10-15,Office Supplies,Appliances,912
2016-10-15,Office Supplies,Binders,397
2016-10-15,Office Supplies,Envelopes,67
2016-10-15,Office Supplies,Labels,49
2016-10-15,Office Supplies,Paper,191
2016-10-15,Technology,Phones,6
2016-10-16,Furniture,Tables,142
2016-10-17,Furniture,Bookcases,242
2016-10-17,Office Supplies,Appliances,1928
2016-10-17,Office Supplies,Binders,334
2016-10-17,Technology,Phones,450
2016-10-18,Furniture,Chairs,308
2016-10-20,Furniture,Chairs,444
2016-10-20,Furniture,Furnishings,61
2016-10-20,Office Supplies,Art,7
2016-10-20,Office Supplies,Binders,19
2016-10-20,Office Supplies,Fasteners,25
2016-10-20,Office Supplies,Paper,51
2016-10-20,Office Supplies,Storage,21
2016-10-20,Technology,Phones,318
2016-10-21,Furniture,Bookcases,1044
2016-10-21,Furniture,Chairs,242
2016-10-21,Furniture,Furnishings,66
2016-10-21,Furniture,Tables,661
2016-10-21,Office Supplies,Art,125
2016-10-21,Office Supplies,Binders,4596
2016-10-21,Office Supplies,Paper,59
2016-10-21,Office Supplies,Storage,712
2016-10-21,Office Supplies,Supplies,7
2016-10-21,Technology,Accessories,204
2016-10-21,Technology,Phones,235
2016-10-22,Furniture,Furnishings,173
2016-10-22,Office Supplies,Art,8
2016-10-22,Office Supplies,Paper,7
2016-10-23,Furniture,Furnishings,16
2016-10-23,Office Supplies,Fasteners,17
2016-10-23,Office Supplies,Paper,434
2016-10-24,Office Supplies,Paper,16
2016-10-24,Technology,Accessories,1110
2016-10-24,Technology,Phones,240
2016-10-25,Technology,Phones,784
2016-10-27,Furniture,Chairs,719
2016-10-27,Furniture,Furnishings,40
2016-10-27,Office Supplies,Appliances,44
2016-10-27,Office Supplies,Binders,102
2016-10-27,Office Supplies,Fasteners,41
2016-10-27,Office Supplies,Storage,33
2016-10-28,Furniture,Furnishings,1112
2016-10-28,Office Supplies,Art,12
2016-10-28,Office Supplies,Binders,157
2016-10-28,Office Supplies,Paper,140
2016-10-28,Office Supplies,Storage,1175
2016-10-28,Technology,Phones,302
2016-10-29,Furniture,Furnishings,67
2016-10-29,Office Supplies,Appliances,12
2016-10-29,Office Supplies,Binders,12
2016-10-29,Office Supplies,Storage,41
2016-10-30,Office Supplies,Art,127
2016-10-30,Office Supplies,Binders,29
2016-10-30,Office Supplies,Fasteners,4
2016-10-31,Furniture,Chairs,2266
2016-10-31,Office Supplies,Art,12
2016-10-31,Office Supplies,Paper,32
2016-10-31,Office Supplies,Storage,1418
2016-10-31,Office Supplies,Supplies,22
2016-11-01,Office Supplies,Envelopes,252
2016-11-01,Office Supplies,Storage,112
2016-11-01,Technology,Accessories,68
2016-11-01,Technology,Phones,22
2016-11-03,Furniture,Chairs,688
2016-11-03,Furniture,Furnishings,24
2016-11-03,Furniture,Tables,843
2016-11-03,Office Supplies,Appliances,1144
2016-11-03,Office Supplies,Art,102
2016-11-03,Office Supplies,Binders,84
2016-11-03,Office Supplies,Fasteners,35
2016-11-03,Office Supplies,Labels,88
2016-11-03,Office Supplies,Paper,459
2016-11-03,Technology,Accessories,155
2016-11-03,Technology,Machines,180
2016-11-04,Furniture,Chairs,755
2016-11-04,Furniture,Furnishings,375
2016-11-04,Furniture,Tables,876
2016-11-04,Office Supplies,Art,193
2016-11-04,Office Supplies,Binders,12
2016-11-04,Office Supplies,Fasteners,11
2016-11-04,Office Supplies,Labels,629
2016-11-04,Office Supplies,Paper,102
2016-11-04,Office Supplies,Storage,45
2016-11-04,Office Supplies,Supplies,203
2016-11-04,Technology,Machines,686
2016-11-05,Furniture,Bookcases,957
2016-11-05,Furniture,Chairs,114
2016-11-05,Furniture,Furnishings,1031
2016-11-05,Furniture,Tables,863
2016-11-05,Office Supplies,Art,40
2016-11-05,Office Supplies,Binders,204
2016-11-05,Office Supplies,Envelopes,158
2016-11-05,Office Supplies,Labels,64
2016-11-05,Technology,Accessories,814
2016-11-05,Technology,Phones,24
2016-11-06,Furniture,Chairs,289
2016-11-06,Furniture,Furnishings,275
2016-11-06,Office Supplies,Paper,125
2016-11-06,Office Supplies,Storage,85
2016-11-07,Furniture,Chairs,1603
2016-11-07,Furniture,Furnishings,59
2016-11-07,Office Supplies,Binders,427
2016-11-07,Office Supplies,Fasteners,15
2016-11-07,Office Supplies,Labels,15
2016-11-07,Office Supplies,Paper,26
2016-11-07,Office Supplies,Storage,431
2016-11-07,Office Supplies,Supplies,11
2016-11-07,Technology,Accessories,600
2016-11-07,Technology,Phones,624
2016-11-08,Furniture,Bookcases,262
2016-11-08,Furniture,Chairs,732
2016-11-09,Technology,Accessories,480
2016-11-10,Furniture,Bookcases,342
2016-11-10,Furniture,Furnishings,662
2016-11-10,Office Supplies,Appliances,465
2016-11-10,Office Supplies,Art,57
2016-11-10,Office Supplies,Binders,314
2016-11-10,Office Supplies,Labels,9
2016-11-10,Office Supplies,Paper,309
2016-11-10,Office Supplies,Storage,946
2016-11-10,Office Supplies,Supplies,15
2016-11-10,Technology,Accessories,459
2016-11-10,Technology,Phones,1146
2016-11-11,Furniture,Chairs,745
2016-11-11,Furniture,Furnishings,49
2016-11-11,Furniture,Tables,2679
2016-11-11,Office Supplies,Appliances,672
2016-11-11,Office Supplies,Art,107
2016-11-11,Office Supplies,Binders,132
2016-11-11,Office Supplies,Storage,111
2016-11-11,Technology,Accessories,192
2016-11-11,Technology,Phones,258
2016-11-12,Furniture,Chairs,3461
2016-11-12,Furniture,Furnishings,23
2016-11-12,Furniture,Tables,674
2016-11-12,Office Supplies,Appliances,148
2016-11-12,Office Supplies,Art,21
2016-11-12,Office Supplies,Binders,27
2016-11-12,Office Supplies,Envelopes,288
2016-11-12,Office Supplies,Fasteners,17
2016-11-12,Office Supplies,Paper,20
2016-11-12,Technology,Accessories,32
2016-11-12,Technology,Phones,204
2016-11-13,Furniture,Furnishings,54
2016-11-13,Office Supplies,Art,185
2016-11-13,Office Supplies,Binders,3
2016-11-13,Office Supplies,Labels,15
2016-11-13,Office Supplies,Paper,217
2016-11-13,Office Supplies,Storage,140
2016-11-13,Office Supplies,Supplies,52
2016-11-13,Technology,Phones,2280
2016-11-14,Furniture,Chairs,788
2016-11-14,Furniture,Furnishings,69
2016-11-14,Office Supplies,Art,34
2016-11-14,Office Supplies,Binders,10
2016-11-14,Office Supplies,Labels,7
2016-11-14,Office Supplies,Paper,21
2016-11-14,Office Supplies,Storage,40
2016-11-14,Technology,Accessories,500
2016-11-14,Technology,Copiers,1200
2016-11-14,Technology,Phones,104
2016-11-15,Furniture,Tables,630
2016-11-15,Office Supplies,Binders,1055
2016-11-15,Technology,Accessories,99
2016-11-15,Technology,Phones,361
2016-11-16,Office Supplies,Binders,8
2016-11-16,Office Supplies,Envelopes,28
2016-11-17,Office Supplies,Binders,11
2016-11-17,Office Supplies,Paper,15
2016-11-17,Office Supplies,Supplies,50
2016-11-17,Technology,Phones,67
2016-11-18,Furniture,Chairs,557
2016-11-18,Office Supplies,Appliances,172
2016-11-18,Office Supplies,Art,6
2016-11-18,Office Supplies,Binders,61
2016-11-18,Office Supplies,Labels,49
2016-11-18,Office Supplies,Paper,20
2016-11-18,Office Supplies,Storage,1118
2016-11-18,Technology,Accessories,1915
2016-11-18,Technology,Phones,61
2016-11-19,Furniture,Furnishings,34
2016-11-19,Office Supplies,Appliances,64
2016-11-19,Office Supplies,Art,35
2016-11-19,Office Supplies,Binders,44
2016-11-19,Office Supplies,Envelopes,41
2016-11-19,Office Supplies,Fasteners,58
2016-11-19,Office Supplies,Paper,55
2016-11-19,Office Supplies,Storage,235
2016-11-19,Technology,Phones,72
2016-11-20,Furniture,Bookcases,377
2016-11-20,Furniture,Chairs,318
2016-11-20,Furniture,Furnishings,7
2016-11-20,Office Supplies,Appliances,39
2016-11-20,Office Supplies,Binders,150
2016-11-20,Office Supplies,Fasteners,19
2016-11-20,Office Supplies,Labels,33
2016-11-20,Office Supplies,Paper,340
2016-11-20,Office Supplies,Storage,40
2016-11-20,Technology,Accessories,284
2016-11-20,Technology,Phones,1464
2016-11-21,Furniture,Bookcases,114
2016-11-21,Furniture,Chairs,323
2016-11-21,Furniture,Furnishings,78
2016-11-21,Office Supplies,Paper,123
2016-11-21,Office Supplies,Storage,22
2016-11-21,Technology,Accessories,82
2016-11-21,Technology,Machines,30
2016-11-21,Technology,Phones,405
2016-11-22,Furniture,Furnishings,40
2016-11-22,Office Supplies,Art,45
2016-11-22,Office Supplies,Binders,205
2016-11-22,Office Supplies,Labels,2
2016-11-22,Technology,Accessories,24
2016-11-23,Furniture,Furnishings,84
2016-11-23,Office Supplies,Fasteners,16
2016-11-24,Furniture,Bookcases,340
2016-11-24,Furniture,Chairs,1685
2016-11-24,Furniture,Furnishings,300
2016-11-24,Office Supplies,Appliances,42
2016-11-24,Office Supplies,Art,14
2016-11-24,Office Supplies,Binders,1237
2016-11-24,Office Supplies,Envelopes,41
2016-11-24,Office Supplies,Fasteners,8
2016-11-24,Office Supplies,Paper,128
2016-11-24,Office Supplies,Storage,42
2016-11-24,Office Supplies,Supplies,25
2016-11-24,Technology,Accessories,1841
2016-11-24,Technology,Phones,692
2016-11-25,Furniture,Chairs,194
2016-11-25,Furniture,Tables,1569
2016-11-25,Office Supplies,Binders,474
2016-11-25,Office Supplies,Paper,5
2016-11-25,Office Supplies,Storage,636
2016-11-25,Technology,Accessories,220
2016-11-25,Technology,Machines,4820
2016-11-25,Technology,Phones,60
2016-11-26,Furniture,Bookcases,3407
2016-11-26,Furniture,Furnishings,595
2016-11-26,Furniture,Tables,313
2016-11-26,Office Supplies,Appliances,65
2016-11-26,Office Supplies,Art,55
2016-11-26,Office Supplies,Binders,216
2016-11-26,Office Supplies,Paper,84
2016-11-26,Technology,Accessories,60
2016-11-26,Technology,Machines,3040
2016-11-26,Technology,Phones,495
2016-11-27,Furniture,Furnishings,32
2016-11-27,Furniture,Tables,331
2016-11-27,Office Supplies,Appliances,167
2016-11-27,Office Supplies,Art,35
2016-11-27,Office Supplies,Binders,232
2016-11-27,Office Supplies,Paper,231
2016-11-27,Office Supplies,Storage,138
2016-11-27,Technology,Accessories,97
2016-11-27,Technology,Phones,389
2016-11-28,Furniture,Chairs,531
2016-11-28,Office Supplies,Binders,21
2016-11-28,Office Supplies,Fasteners,13
2016-11-28,Office Supplies,Storage,2422
2016-11-28,Technology,Accessories,102
2016-11-28,Technology,Phones,340
2016-11-29,Furniture,Furnishings,242
2016-11-29,Technology,Accessories,58
2016-11-30,Furniture,Chairs,390
2016-11-30,Office Supplies,Paper,47
2016-11-30,Office Supplies,Storage,497
2016-11-30,Technology,Phones,36
2016-12-01,Furniture,Chairs,1257
2016-12-01,Furniture,Furnishings,177
2016-12-01,Furniture,Tables,366
2016-12-01,Office Supplies,Appliances,3019
2016-12-01,Office Supplies,Art,28
2016-12-01,Office Supplies,Binders,88
2016-12-01,Office Supplies,Envelopes,23
2016-12-01,Office Supplies,Paper,72
2016-12-01,Office Supplies,Storage,1113
2016-12-01,Office Supplies,Supplies,41
2016-12-01,Technology,Phones,1182
2016-12-02,Furniture,Bookcases,782
2016-12-02,Furniture,Furnishings,87
2016-12-02,Office Supplies,Appliances,60
2016-12-02,Office Supplies,Binders,695
2016-12-02,Office Supplies,Paper,152
2016-12-02,Office Supplies,Storage,2113
2016-12-02,Technology,Accessories,166
2016-12-02,Technology,Phones,630
2016-12-03,Furniture,Bookcases,206
2016-12-03,Furniture,Chairs,573
2016-12-03,Furniture,Furnishings,112
2016-12-03,Furniture,Tables,1251
2016-12-03,Office Supplies,Appliances,395
2016-12-03,Office Supplies,Art,22
2016-12-03,Office Supplies,Binders,18
2016-12-03,Office Supplies,Labels,6
2016-12-03,Office Supplies,Paper,183
2016-12-03,Office Supplies,Storage,856
2016-12-03,Technology,Accessories,1650
2016-12-04,Furniture,Furnishings,114
2016-12-04,Office Supplies,Binders,18
2016-12-04,Office Supplies,Paper,146
2016-12-04,Office Supplies,Storage,590
2016-12-04,Technology,Accessories,78
2016-12-05,Furniture,Bookcases,82
2016-12-05,Furniture,Chairs,1952
2016-12-05,Furniture,Furnishings,205
2016-12-05,Office Supplies,Art,38
2016-12-05,Office Supplies,Binders,580
2016-12-05,Office Supplies,Envelopes,110
2016-12-05,Office Supplies,Labels,12
2016-12-05,Office Supplies,Paper,5
2016-12-05,Office Supplies,Storage,1050
2016-12-05,Technology,Phones,1234
2016-12-06,Office Supplies,Art,19
2016-12-06,Office Supplies,Binders,1748
2016-12-06,Office Supplies,Envelopes,36
2016-12-06,Office Supplies,Fasteners,14
2016-12-06,Office Supplies,Paper,470
2016-12-06,Technology,Copiers,480
2016-12-06,Technology,Phones,1111
2016-12-08,Furniture,Bookcases,406
2016-12-08,Furniture,Chairs,680
2016-12-08,Furniture,Furnishings,191
2016-12-08,Furniture,Tables,1422
2016-12-08,Office Supplies,Art,9
2016-12-08,Office Supplies,Binders,13
2016-12-08,Office Supplies,Paper,56
2016-12-08,Office Supplies,Storage,386
2016-12-08,Technology,Accessories,85
2016-12-08,Technology,Phones,1463
2016-12-09,Furniture,Tables,1137
2016-12-09,Office Supplies,Appliances,126
2016-12-09,Office Supplies,Art,28
2016-12-09,Office Supplies,Binders,277
2016-12-09,Office Supplies,Labels,126
2016-12-09,Office Supplies,Paper,9
2016-12-09,Office Supplies,Supplies,21
2016-12-09,Technology,Accessories,79
2016-12-09,Technology,Phones,52
2016-12-10,Furniture,Chairs,1747
2016-12-10,Office Supplies,Appliances,100
2016-12-10,Office Supplies,Binders,834
2016-12-10,Office Supplies,Envelopes,362
2016-12-10,Office Supplies,Paper,292
2016-12-10,Office Supplies,Storage,81
2016-12-10,Technology,Accessories,45
2016-12-11,Furniture,Chairs,1226
2016-12-11,Furniture,Furnishings,15
2016-12-11,Furniture,Tables,1221
2016-12-11,Office Supplies,Appliances,544
2016-12-11,Office Supplies,Art,30
2016-12-11,Office Supplies,Binders,375
2016-12-11,Office Supplies,Fasteners,15
2016-12-11,Office Supplies,Paper,31
2016-12-11,Office Supplies,Storage,443
2016-12-11,Office Supplies,Supplies,14
2016-12-11,Technology,Accessories,556
2016-12-11,Technology,Phones,1633
2016-12-12,Furniture,Furnishings,477
2016-12-12,Office Supplies,Appliances,57
2016-12-12,Office Supplies,Art,25
2016-12-12,Office Supplies,Binders,19
2016-12-12,Office Supplies,Paper,49
2016-12-12,Office Supplies,Storage,27
2016-12-12,Office Supplies,Supplies,36
2016-12-12,Technology,Accessories,634
2016-12-12,Technology,Phones,658
2016-12-13,Furniture,Tables,1114
2016-12-13,Office Supplies,Art,10
2016-12-13,Office Supplies,Binders,6
2016-12-13,Technology,Accessories,64
2016-12-14,Furniture,Chairs,81
2016-12-14,Furniture,Furnishings,530
2016-12-14,Office Supplies,Binders,23
2016-12-14,Office Supplies,Fasteners,21
2016-12-14,Office Supplies,Labels,6
2016-12-14,Office Supplies,Paper,15
2016-12-14,Office Supplies,Storage,152
2016-12-15,Furniture,Furnishings,15
2016-12-15,Furniture,Tables,2217
2016-12-15,Office Supplies,Appliances,87
2016-12-15,Office Supplies,Binders,2
2016-12-15,Office Supplies,Paper,19
2016-12-15,Office Supplies,Storage,296
2016-12-16,Furniture,Chairs,564
2016-12-16,Office Supplies,Appliances,35
2016-12-16,Office Supplies,Binders,5
2016-12-16,Office Supplies,Fasteners,4
2016-12-16,Technology,Accessories,21
2016-12-17,Furniture,Tables,2004
2016-12-17,Office Supplies,Binders,9917
2016-12-17,Office Supplies,Paper,52
2016-12-17,Office Supplies,Storage,47
2016-12-17,Technology,Accessories,166
2016-12-18,Furniture,Chairs,564
2016-12-18,Furniture,Furnishings,243
2016-12-18,Furniture,Tables,377
2016-12-18,Office Supplies,Appliances,195
2016-12-18,Office Supplies,Art,19
2016-12-18,Office Supplies,Binders,2093
2016-12-18,Office Supplies,Labels,16
2016-12-18,Office Supplies,Paper,51
2016-12-18,Office Supplies,Storage,900
2016-12-18,Office Supplies,Supplies,1540
2016-12-18,Technology,Accessories,958
2016-12-18,Technology,Phones,96
2016-12-19,Furniture,Furnishings,304
2016-12-19,Furniture,Tables,456
2016-12-19,Office Supplies,Art,4
2016-12-19,Office Supplies,Binders,51
2016-12-20,Furniture,Furnishings,19
2016-12-20,Office Supplies,Binders,15
2016-12-20,Office Supplies,Paper,34
2016-12-20,Technology,Accessories,66
2016-12-22,Furniture,Furnishings,920
2016-12-22,Office Supplies,Binders,112
2016-12-22,Technology,Machines,12
2016-12-23,Furniture,Bookcases,141
2016-12-23,Furniture,Furnishings,861
2016-12-23,Office Supplies,Art,13
2016-12-23,Office Supplies,Binders,6
2016-12-23,Office Supplies,Envelopes,62
2016-12-23,Office Supplies,Fasteners,25
2016-12-23,Office Supplies,Labels,45
2016-12-23,Office Supplies,Paper,94
2016-12-23,Office Supplies,Storage,1345
2016-12-23,Technology,Copiers,2000
2016-12-23,Technology,Phones,2374
2016-12-24,Furniture,Furnishings,844
2016-12-24,Office Supplies,Binders,28
2016-12-24,Office Supplies,Envelopes,40
2016-12-24,Office Supplies,Paper,33
2016-12-24,Office Supplies,Storage,540
2016-12-24,Technology,Accessories,256
2016-12-24,Technology,Phones,198
2016-12-25,Furniture,Chairs,4176
2016-12-25,Furniture,Furnishings,365
2016-12-25,Furniture,Tables,2095
2016-12-25,Office Supplies,Art,20
2016-12-25,Office Supplies,Binders,34
2016-12-25,Office Supplies,Paper,151
2016-12-25,Technology,Accessories,800
2016-12-25,Technology,Machines,270
2016-12-25,Technology,Phones,2576
2016-12-26,Furniture,Chairs,359
2016-12-26,Furniture,Tables,903
2016-12-26,Office Supplies,Appliances,53
2016-12-26,Office Supplies,Art,65
2016-12-26,Office Supplies,Binders,5
2016-12-26,Office Supplies,Paper,34
2016-12-26,Office Supplies,Supplies,18
2016-12-26,Technology,Accessories,90
2016-12-26,Technology,Phones,302
2016-12-27,Furniture,Chairs,845
2016-12-27,Office Supplies,Fasteners,17
2016-12-27,Office Supplies,Labels,23
2016-12-27,Office Supplies,Paper,34
2016-12-27,Technology,Accessories,40
2016-12-29,Furniture,Chairs,754
